HCO Name,Address,Contact,Accreditation Number (Acc. No.),Accreditations / Certifications
KRISHNA SUPER SPECIALITY HOSPITAL ( A UNIT OF CNG SUPER SPECILITY HOSPITAL PVT LTD),KRISHNA SUPER SPECIALITY HOSPITAL ( A UNIT OF CNG SUPER SPECILITY HOSPITAL PVT LTD) Jodhpur Rajasthan,NA,ECE-2022-0857,Empaneled
Krishna Super Speciality Hospital (A Unit of CNG Super Speciality Hospital Pvt. Ltd.),"10, SHRI KRISHNA NAGAR, NEHAR ROAD, Jodhpur, Rajasthan, 342008",Visit Website +91 291 271 1004,SHCO-2024-0958,Accredited
Krishna Super Speciality Hospital (A Unit of Mahip Hospitals Pvt. Ltd.) - (Earlier Certificate issued in the name of Ivy Health & Life Sciences Pvt. Ltd. (Ivy Hospital Bathinda),"Mansa Road, Nacchatar Nagar, Bathinda, Bathinda, Punjab, India, 151001",Visit Website +91 74310 00000,SHCO-2023-0845,Accredited
"Krishna Super Speciality Hospital, 363, Harrisganj, Near Tatmil Chauraha","Krishna Super Speciality Hospital, 363, Harrisganj, Near Tatmil Chauraha Kanpur Uttar Pradesh",NA,2018-0889,Empaneled
"Krishna Super Speciality Hospital, 363, Harrishaganj","Krishna Super Speciality Hospital, 363, Harrishaganj Kanpur Uttar Pradesh",Visit Website +91 84003 00216,2012-0031,Empaneled
Krishnagiri Super Speciality Hospitals Pvt. Ltd. (Royal Hospital),"197, Bangalore Road, Opp. Taluk Office, Krishnagiri, Krishnagiri, Tamil Nadu, 635001",NA,PEH-2025-3082,Certified
Krishnam Women's Hospital,"6TH FLOOR, AASTHA-99, B/H BHARVI TOWER, CTM , AHMEDABAD. , Ahmedabad, Gujarat, 380026",NA,PESHCO-2025-11469,Certified
Krishnammal Memorial Hospital,"293,, PERIYAKULAM ROAD,, THENI, THENI, Tamil Nadu, India, 625531",Visit Website +91 97151 52545,PESHCO-2017-0083,Certified
Krishnawati Hospital,"Anil vihar, Gohana Road, Opp. Malviya School, Sonipat, Sonipat, Haryana, India, 131001",+91 130 222 0141,SHCO-2021-0492,Accredited
Krishnaya Institute of Cardiac & Fetal Sciences,"164A, CANAL SOUTH ROAD, SECTOR-B, METROPOLITAN CO-OPERATIVE SOCIETY, NEAR BYPASS DHABA, KOLKATA, WEST BENGAL 700105, Kolkata, West Bengal, 700105",Visit Website +91 33 2323 2013,PESHCO-2025-10471,Certified
Krishnendu Ayurveda Hospital LLP,"CHINGOLI POST, KARTHIKAPALLY, ALAPPUZHA, CHINGOLI, Kerala, 690532",NA,EAH-2023-0028,Certified
Kristam Dental Care,"No.23, 1st floor, New Municipal complex, Near clock tower, Anantpur, Anantpur, Andhra Pradesh, India, 515001",Visit Website +91 99494 95545,D-2021-0134,Accredited
Kristu Jayanti Hospital,"KRISTU JAYANTI HOSPITAL, PERUMPILLY, NJARAKKAL, VYPIN, ERNAKULAM, KERALA, Ernakulam, Kerala, 682505",Visit Website +91 484 249 5250,PESHCO-2021-5113,Certified
"Kristu Jyoti Hospital, Sambha District","Kristu Jyoti Hospital, Sambha District Jammu Jammu and Kashmir",+91 94197 88036,2017-1020,Empaneled
Kriti Hoapital,"Plot No. 13, Sec. 56, Gurgaon, gurugram, Haryana, India, 122011",Visit Website +91 98113 49910,SHCO-2021-0479,Accredited
"Kriti Hospital, Plot No- 13, Sector- 56 Infornt of Kendriya Vihar","Kriti Hospital, Plot No- 13, Sector- 56 Infornt of Kendriya Vihar Gurgaon Haryana",NA,2018-0994,Empaneled
"Kriti Scanning Centre (P) Ltd.,59/18 E Lowther Road, Opposite Medical College","Kriti Scanning Centre (P) Ltd.,59/18 E Lowther Road, Opposite Medical College Prayagraj Uttar Pradesh",NA,2015-0332,Empaneled
Kriti Scanning Centre Pvt. Ltd.,"59/18 - E, Lowther Road, Allahabad, Allahabad, Uttar Pradesh, India, 211002",Visit Website +91 88742 08801,MIS-2018-0073,Accredited
KRM Ayurveda Limited,"Khasra No 254, N.H.-8 Balicha, Near SBI Bank, Udaipur, Udaipur, Rajasthan, India, 313001",NA,AH-2025-0401,Accredited
KRM Ayurveda Limited,"4/447, OPPOSITE VIKAS NAGAR THANA, VIKAS NAGAR, LUCKNOW, Uttar Pradesh, India, 226022",NA,AH-2025-0398,Accredited
KRM Ayurveda Limited,"H.NO- 113/13, YOJANA PRATAP NAGAR, SANGANER , JAIPUR , Rajasthan, India, 302029",NA,AH-2025-0386,Accredited
KRM Ayurveda Limited,"Parwana Road, 77 Traun Enclave, Delhi, NORTH WEST DELHI, Delhi, India, 110034",Visit Website +91 99719 28080,AH-2023-0186,Accredited
KRM Ayurveda Pvt. Ltd.,"Plot No- 178 , Vidyut Nagar C, Gandhi Path, Vaishali Nagar, JAIPUR, JAIPUR, Rajasthan, India, 302021",Visit Website +91 80765 76633,AH-2025-0362,Accredited
KRM Ayurveda Pvt. Ltd.,"C-28, Sector 12, Gautam Buddha Nagar, Noida, Noida, Uttar Pradesh, India, 201301",Visit Website +91 80765 77295,PC-2025-0125,Accredited
KRS Multispeciality Hospital Pvt. Ltd.,"KRS MULTISPECIALITY HOSPITAL PVT. LTD. BASAVANAHLLI MAIN ROAD, CHIKAMAGALURU., Chikmagalur, Karnataka, 577101",Visit Website +91 81976 53572,PEH-2024-2537,Certified
"KRSNA Diagnostic Pvt Ltd, Nakshi Nagar","KRSNA Diagnostic Pvt Ltd, Nakshi Nagar Jammu Jammu and Kashmir",Visit Website +91 20 6814 6814,2016-0853,Empaneled
Krsnaa Diagnostics,Krsnaa Diagnostics Ghaziabad Uttar Pradesh,NA,MIS-2026-0385,Accredited
Krsnaa Diagnostics Ltd,"Aralaguppe Mallegowda District Hospital, Vijaya Nagar, Chikkamagaluru, CHIKMANGALURU, Karnataka, India, 577101",Visit Website +91 96233 96233,MIS-2022-0167,Accredited
Krsnaa Diagnostics Ltd,"DISTRICT HOSPITAL CAMPUS, WARD NO 18, TUMKUR, TUMKUR, Karnataka, India, 572101",NA,MIS-2022-0157,Accredited
Krsnaa Diagnostics Ltd,"Saibai Mote General Hospital, Near Chh. Shivaji Maharaj Chowk, Shegaon, Shegaon, Maharashtra, India, 444203",NA,MIS-2025-0354,Accredited
Krsnaa Diagnostics Ltd Civil Hospital,Krsnaa Diagnostics Ltd Civil Hospital Phagwara Punjab,NA,MIS-2026-0374,Accredited
KRSNAA Diagnostics Ltd Civil Hospital,"Inder Palce Road, Near Ram Bagh, Hussanpura Chowk, Amritsar, Amritsar, Punjab, India, 143001",Visit Website,MIS-2023-0196,Accredited
KRSNAA Diagnostics Ltd Civil Hospital,"Jyothi Chowk, Near Police Station Islam Ganj, Jalandhar, Jalandhar, Punjab, India, 144001",Visit Website +91 20 6814 6814,MIS-2023-0197,Accredited
Krsnaa Diagnostics Ltd Civil Hospital Bathinda,"Mansa Road, Opposite Police Lines, Bathinda, Bathinda, Punjab, India, 151005",+91 20 6814 6814,MIS-2024-0257,Accredited
Krsnaa Diagnostics Ltd Civil Hospital Hoshiarpur,"Civil Hospital Hoshiarpur, Meter Roshan Road, Hoshiarpur, Hoshiapur, Punjab, India, 146001",NA,MIS-2025-0347,Accredited
Krsnaa Diagnostics Ltd Civil Hospital Rajpura,"AP Jain Civil Hospital, AP Jain Colony for Hospital Staff , Rajpura, Rajpura, Punjab, India, 140401",NA,MIS-2025-0335,Accredited
"Krsnaa Diagnostics Ltd Civil Hospital, Gurdaspur","Civil Hospital Gurdaspur , Jeewanlal Batala Road, Gurdaspur, Gurdaspur, Punjab, India, 143521",NA,MIS-2025-0357,Accredited
"Krsnaa Diagnostics Ltd District Hospital, Fatehgarh Sahib","District Hospital Fatehgarh Sahib, School Road, Fatehgarh Sahib, Fatehgarh Sahib, Punjab, India, 147406",NA,MIS-2025-0355,Accredited
Krsnaa Diagnostics Ltd Government Multi Specialty Hospital,"Madhya Marg, Sector 16A , Sector 16, Chandigrh, Punjab, India, 160015",Visit Website +91 96233 96233,MIS-2025-0287,Accredited
Krsnaa Diagnostics Ltd Indira Gandhi Hospital,"Dwarka, Sector 9, New Delhi, South West, Delhi, India, 110077",Visit Website +91 96233 96233,MIS-2025-0318,Accredited
Krsnaa Diagnostics Ltd Jayabai Nanasaheb Sutar Maternity Hospital,"GUJRAT COLONY, NEAR MATHWADE BHAJI MANDAI, PAUD ROAD KOTHRUD, PUNE, Maharashtra, India, 411029",NA,MIS-2023-0180,Accredited
KRSNAA Diagnostics Ltd Mata Kaushalya Hospital,"Near Bus Stand, Lahori Gate, Patiala, Patiala, Punjab, India, 147001",Visit Website +91 96233 96233,MIS-2023-0220,Accredited
Krsnaa Diagnostics Ltd Nawanshahr,"DH Hospital Opposite Hope Hospital, Chandigarh Road , Nawanshahr, Nawanshahr, Punjab, India, 144514",NA,MIS-2025-0370,Accredited
Krsnaa Diagnostics Ltd Sub District Hospital,"Sub District Hospital Chopda, Opposite Lohana Petrol Pump, Chopda, Chopda, Maharashtra, India, 425107",NA,MIS-2025-0352,Accredited
Krsnaa Diagnostics Ltd Sub District Hospital,"Sub District Hospital Vaijapur, Yeola Road Near HP Petrolium, Vaijapur, Aurangabad, Maharashtra, India, 423701",NA,MIS-2025-0363,Accredited
Krsnaa Diagnostics Ltd Sub District Hospital,Krsnaa Diagnostics Ltd Sub District Hospital Pandharpur Maharashtra,NA,MIS-2026-0386,Accredited
Krsnaa Diagnostics Ltd Sub District Hospital,Krsnaa Diagnostics Ltd Sub District Hospital Malegaon Maharashtra,NA,MIS-2026-0388,Accredited
Krsnaa Diagnostics Ltd Sub District Hospital Degloor,"Sub District Hospital Main Road, Near kalamandir, Degloor, Nanded, Maharashtra, India, 431717",NA,MIS-2025-0351,Accredited
Krsnaa Diagnostics Ltd Sub District Hospital Gadhinglaj,"Sub District Hospital, Church Road Gandhinagar, Gandhinglaj, Kolhapur, Maharashtra, India, 431123",NA,MIS-2024-0269,Accredited
Krsnaa Diagnostics Ltd Sub District Hospital Kaij,"Sub District Hosptial Kaij, Ambejogai Road, Kaij, Beed, Maharashtra, India, 431123",NA,MIS-2025-0339,Accredited
Krsnaa Diagnostics Ltd Sub District Hospital Karad,"Sub District Hospital Karad, Station Road Budhwar Peth, Karad, Satara, Maharashtra, India, 415110",Visit Website +91 2164 222 459,MIS-2025-0285,Accredited
Krsnaa Diagnostics Ltd Sub District Hospital Manchar,"Sub District Hospital Manchar, Old Pune Nasik Rad, Behind MSRTC Bus stand Manchar, Pune, Maharashtra, India, 410503",NA,MIS-2025-0302,Accredited
Krsnaa Diagnostics Ltd Sub District Hospital Parali,"Sub District Hospital Parali, Parali, Parali, Beed, Maharashtra, India, 431515",NA,MIS-2025-0350,Accredited
Krsnaa Diagnostics Ltd Sub District Hospital Yeola,"Rural Hospital Yeola, Kopargaon Road, Hudco Yeola , Nashik, Maharashtra, India, 422000",NA,MIS-2025-0332,Accredited
"Krsnaa Diagnostics Ltd Sub District Hospital, Ichalkaranji","Indira Gandhi Samany Rugnalaya, Near Gandhi Hatkanangle Kolhapur, Ichalkaranji, Kolhapur , Maharashtra, India, 416115",Visit Website +91 96233 96233,MIS-2025-0289,Accredited
"Krsnaa Diagnostics Ltd Sub District Hospital, Panvel","Maharashtra Bhushan Dr. Nanasaheb Dharmadhikari, Sub District Hospital Panvel Raigad, Swaminityanand Marg, Valmikinagar, Old Panvel West Raigad, Maharashtra, India, 410206",NA,MIS-2024-0274,Accredited
KRSNAA Diagnostics Ltd Tele Radiology Hub Pune,"S No 243,A Hissa No 6/6 CTS No 4519, NEAR MAYUR TRADE CENTRE MAHAVIR CHOWK , CHINCHWAD,PUNE , PUNE, Maharashtra, India, 411019",Visit Website +91 20 6814 6814,MIS-2023-0198,Accredited
Krsnaa Diagnostics Ltd.,"DISTRICT HOSPITAL DHARWAD, KILLA ROAD MARATHA COLONY , DHARWAD, DHARWAD, Karnataka, India, 580001",Visit Website +91 20 6814 6814,MIS-2022-0166,Accredited
Krsnaa Diagnostics Ltd. - Civil Hospital,"Ali Mohalla Mil Mil Nagar, Gugga Mari Mohalla, Rupnagar, Rupnagar, Punjab, India, 140001",Visit Website,MIS-2025-0282,Accredited
Krsnaa Diagnostics Ltd. - Civil Hospital,"Field Ganj Road, CMC Campus, Ludhiana, Ludhiana, Punjab, India, 141008",Visit Website +91 96233 96233,MIS-2023-0211,Accredited
Krsnaa Diagnostics Ltd. - Civil Hospital Mohali,"Sector 56, Phase 6, Mohali, Mohali, Punjab, India, 160055",Visit Website +91 20 6814 6814,MIS-2023-0212,Accredited
Krsnaa Diagnostics Ltd. - District Hospital,"DISTRICT HOSPITAL CAMPUS , AJJARKADU NEAR BRAHMAGIRI , UDUPI, UDUPI, Karnataka, India, 576101",Visit Website +91 96233 96233,MIS-2023-0176,Accredited
Krsnaa Diagnostics Ltd. - District Hospital,"GANDHI CHOWK, NEAR MAHATMA GANDHI STATUE, YADGIR, YADGIR, Karnataka, India, 585201",Visit Website,MIS-2023-0225,Accredited
Krsnaa Diagnostics Ltd. - District Hospital,"DISTRICT HOSPITAL KARWAR M.G. ROAD , KODIBAG, KARWAR, KARWAR, Karnataka, India, 581301",Visit Website +91 20 4695 4695,MIS-2024-0232,Accredited
Krsnaa Diagnostics Ltd. - District Hospital,"GT CIRCLE, KODAGU, KODAGU, KODAGU, Karnataka, India, 571201",Visit Website +91 96233 96233,MIS-2023-0179,Accredited
Krsnaa Diagnostics Ltd. - District Hospital,"DISTRICT HOSPITAL, P.B. MAIN ROAD, HAVERI, HAVERI, HAVERI, Karnataka, India, 581110",Visit Website +91 96233 96233,MIS-2022-0169,Accredited
Krsnaa Diagnostics Ltd. - District Hospital,"S.N.R. DISTRICT HOSPITA, GOWRIPETE, KOLAR, KOLAR, Karnataka, India, 563101",Visit Website +91 96233 96233,MIS-2023-0226,Accredited
Krsnaa Diagnostics Ltd. - District Hospital Chamarajanagar,"B RACHAYYA DOUBLE ROAD, CHAMARAJANAGAR, CHAMARAJANAGAR, CHAMARAJANAGAR, Karnataka, India, 571313",Visit Website +91 96233 96233,MIS-2024-0230,Accredited
Krsnaa Diagnostics Ltd. - District Hospital Chitradurga,"DISTRICT HOSPITAL, CHITRADURGA OPP/NEAR BHARAT PETROL PUMP, CHITRADURGA, CHITRADURGA, Karnataka, India, 577501",Visit Website +91 96233 96233,MIS-2023-0178,Accredited
Krsnaa Diagnostics Ltd. - District Hospital Udupi,"CHIGATERI GENERAL HOSPITAL RD., DAVANGERE, DAVANGERE, DAVANGERE, Karnataka, India, 577004",NA,MIS-2023-0177,Accredited
"Krsnaa Diagnostics Ltd. Civil Hospital, Barnala","Civil Hospital Barnala, Ram Bagh Road, Barnala, Barnala, Punjab, India, 148101",NA,MIS-2025-0366,Accredited
"Krsnaa Diagnostics Ltd. Civil Hospital, Kapurthala","Civil Hospital Kapurthala, Rabbit Avenue, Kapurthala, Kapurthala, Punjab, India, 144602",NA,MIS-2025-0365,Accredited
KRSNAA Diagnostics Ltd. District Hospital,"KRSNAA DIAGNOSTICS LTD, DISTRICT HOSPITAL CAMPUS NAVANAGAR, BAGALKOT, BAGALKOT, Karnataka, India, 587102",Visit Website +91 83542 36007,MIS-2022-0165,Accredited
"Krsnaa Diagnostics Ltd. District Hospital, Pathankot","Shri Parbodh Chander District Hospital, Shahapur Road, Pathankot, Pathankot, Punjab, India, 145001",NA,MIS-2025-0364,Accredited
Krsnaa Diagnostics Ltd. Sub District Hospital Indapur,"Sub District Hospital Indapur, Padasthal Road, Indapur , Pune, Maharashtra, India, 413106",Visit Website,MIS-2024-0279,Accredited
Krsnaa Diagnostics Ltd. Sub District Hospital Murtizapur,"Laxmibai Deshmukh Sub District Hospital, Main Road, Murtizapur, Murtizapur, Maharashtra, India, 444107",NA,MIS-2026-0377,Accredited
Krsnaa Diagnostics Ltd. Sub District Hospital Sawantwadi,"Sub District Hospital Sawantwadi, Mumbai Goa Highway, Khaskilwada Near Moti Lake, Sawantwadi, Maharashtra, India, 416510",NA,MIS-2026-0393,Accredited
"Krsnaa Diagnostics Ltd., Civil Hospital Faridkot","Civil hospital, Near District Court, Faridkot, Faridkot, Punjab, India, 151203",NA,MIS-2026-0404,Accredited
"Krsnaa Diagnostics Ltd., Civil Hospital Sangrur","Civil Hospital Sangrur , Dhuri Road, Sangrur, Sangrur, Punjab, India, 148001",NA,MIS-2026-0382,Accredited
"Krsnaa Diagnostics Ltd., Kamala Nehru Hospital","Mangalwar Peth Road, near Kasba Post Office, Gandhinagar, Kasba Peth, Pune, Pune, Maharashtra, India, 411002",NA,MIS-2025-0325,Accredited
Krsnaa Diagnostics Pvt. Ltd.,"Hindu Hruday Samrat Balasaheb Thakre Trauma Care Municipal Hospital, Opp. SRPF Campus, Western Express Highway, Bandrekar Wadi, Jogeshwari (East), Mumbai, Maharashtra, India, 400060",Visit Website +91 20 6814 6814,MIS-2019-0100,Accredited
"Krsnaa Diagnostics, MY Hospital","LG 9 Scheme NO 54 A B Road, Jaora Compound, Indore, Indore, Madhya Pradesh, India, 452001",Visit Website +91 74200 14093,MIS-2018-0079,Accredited
Krupa Advance Orthopeadic Hospital,"NEXT TO ST THOMAS SCHOOL, NEAR MEHENDIPUR TEMPLE, NEW CITY LIGHT ROAD, SURAT 395007, Surat, Gujarat, 395007",Visit Website +91 70413 14999,PESHCO-2024-9930,Certified
Krupalaya Palliative Care Centre and Hospital,Krupalaya Palliative Care Centre and Hospital Vilupuram Tamil Nadu,+91 90805 28709,2016-0774,Empaneled
Krupamayi Hospitals,"RAILWAY STATION ROAD, MAHAVEER CHOWK,126, CTS 206/1,OPPOSITE TO YOUTH HOSTEL, AURANGABAD, AURANGABAD, Maharashtra, India, 431001",Visit Website +91 240 233 5188,H-2022-1101,Accredited
Krupamayi Hospitals,Krupamayi Hospitals Aurangabad Maharashtra,Visit Website +91 240 233 5188,2018-1252,Empaneled
Krupavathi Multispeciality Dental Clinic,"Second Floor, Door No: 11-223, Plot No:13, Survey No: 1/2, , Main Road, Gopalapatnam, , Visakhapatnam, Visakhapatnam, Andhra Pradesh, India, 533027",Visit Website,D-2025-0483,Accredited
KRUSH DIVINE HOSPITAL A Unit of Ramraj Wellness Pvt Ltd,"Railway Road, Dadri, Greater Noida, District-Gautam Buddh Nagar, Gautam Buddha Nagar, Uttar Pradesh, 203207",NA,HOS/2022/C0371,Empaneled
Krush Divine Hospital (A Unit of M/s Ramraj Wellness Pvt. Ltd.),Krush Divine Hospital (A Unit of M/s Ramraj Wellness Pvt. Ltd.) Greater Noida Uttar Pradesh,Visit Website +91 98114 64831,2021-1977,Empaneled
Krush Divine Hospital (A Unit Of Ramraj Wellness Pvt. Ltd.),"Tulsi Vihar, Railway Road, Dadri, G.B Nagar, Greater Noida, Uttar Pradesh, India, 203207",Visit Website +91 98114 64831,SHCO-2023-0893,Accredited
KRV Physiotherapy & Healthcare,KRV Physiotherapy & Healthcare Gurgaon Haryana,Visit Website +91 99999 98934,2018-1264,Empaneled
Krystal Hospital,Krystal Hospital Baghpat Uttar Pradesh,NA,HOS/2024/E1989,Empaneled
Krystal Hospital,"VPO Sisana, Delhi Saharanpur, NH- 58, Near DM Residence, Baghpat, Uttar Pradesh , Baghpat, Uttar Pradesh, 250609",+91 83073 49952,SHCO-2025-1170,Accredited
"Krystal Hospital, VPO Sisana Delhi-Saharanpur NH Near DM Residence","Krystal Hospital, VPO Sisana Delhi-Saharanpur NH Near DM Residence Baghpat Uttar Pradesh",+91 83073 49952,2021-1943,Empaneled
"Krystal MRI Scan & Diagnostic Centre, 1, Paschimi Enclave","Krystal MRI Scan & Diagnostic Centre, 1, Paschimi Enclave Delhi Delhi",NA,2015-0036,Empaneled
KSC General & Dental Hospital,KSC General & Dental Hospital Jodhpur Rajasthan,NA,DEN/2022/C0083,Empaneled
KSC GENERAL AND DENTAL HOSPITAL,"10, Adarsh Nagar, Lalsagar, Jodhpur, Rajasthan, 342304",NA,DEN/2022/E0124,Empaneled
KSD Premium,"A-Block Ground Floor Karnavati School Of Dentistry,A/907,Uvarsad, Dist. ,Gandhinagar. , A-Block Ground Floor Karnavati School Of Dentistry,A/907,Uvarsad, Dist. ,Gandhinagar. , Gandhinagar, Gandhinagar, Gujarat, India, 382422",Visit Website +91 79 2397 0295,D-2024-0388,Accredited
Kshatrapati Sahuji Maharaj Chikitsa Sansthan,"Haldwani bypass road, Kichha, Udham Singh Nagar, Uttarakhand, 263148",NA,PESHCO-2023-7631,Certified
Kshema Multispecialty Hospital,"No. 3, 52/1, 24th Main Road, J P Nagar 5th Phase, Bengaluru-560078, Bangalore, Karnataka, 560078",NA,PESHCO-2025-11514,Certified
"Kshetrapal Eye Hospital & Lasik Laser Center, Mahatma Gandhi Road","Kshetrapal Eye Hospital & Lasik Laser Center, Mahatma Gandhi Road Ajmer Rajasthan",+91 90010 94094,2013-0254,Empaneled
Kshetrapal Hospital,Kshetrapal Hospital Ajmer Rajasthan,Visit Website,2017-1044,Empaneled
Kshetrapal Hospital Multi Speciality And Research Centre,"Sector C, Panchsheel Nagar Ajmer - 305001, Rajasthan, Ajmer, Rajasthan, 305001",Visit Website,H-2022-0956,Accredited
"Kshetrapal Hospital Multispeciality and Research Centre, (A unit of Kshetrapal Eye Hospital and Lasik Laser Centre), Sector - C, Panchsheel Nagar","Kshetrapal Hospital Multispeciality and Research Centre, (A unit of Kshetrapal Eye Hospital and Lasik Laser Centre), Sector - C, Panchsheel Nagar Ajmer Rajasthan",Visit Website,2020-1700,Empaneled
KTC'S Vedanta A Hospital & Research Centre,KTC'S Vedanta A Hospital & Research Centre Kanpur Uttar Pradesh,NA,2020-1458,Empaneled
KTCs Vedanta Hospital A Unit of Kanpur Trauma and Ortho Centre Pvt Ltd,"9/55, Arya Nagar, Kanpur Nagar, Uttar Pradesh, 208012",NA,HOS/2024/C1590,Empaneled
Kuber Hospital & Urology Center,"12,Chanderlok Enclave, Pitampura, Delhi-110034., Delhi, Delhi, 110034",+91 85912 78388,PESHCO-2021-4975,Certified
Kuchakulla Ramachandra Reddy Eye Centre (A Unit of LV Prasad Eye Institute),Kuchakulla Ramachandra Reddy Eye Centre (A Unit of LV Prasad Eye Institute) Nagarkurnool Telangana,NA,PESHCO-2026-11951,Certified
Kukreja Hospital,Kukreja Hospital New Delhi Delhi,NA,SHCO-2026-1391,Accredited
"Kukreja Hospital & Heart Centre Pvt Ltd., C-1.3,4,14 Vishal Enclave, Rajouri Garden","Kukreja Hospital & Heart Centre Pvt Ltd., C-1.3,4,14 Vishal Enclave, Rajouri Garden Delhi Delhi",NA,2015-0181,Empaneled
Kukreja Hospital & Heart Centre Pvt. Ltd.,"C-1,3,4,14 Vishal Enclave",Visit Website +91 70655 66663,PEH-2018-0480,Certified
Kular Hospitals Pvt. Ltd.,"G.T. ROAD, BIJA(KHANNA), KHANNA, LUDHIANA, Punjab, India, 141412",Visit Website +91 98780 90001,SHCO-2019-0209,Accredited
Kular Hospitals Pvt. Ltd.,Kular Hospitals Pvt. Ltd. Khanna Punjab,Visit Website +91 98780 90001,2018-1345,Empaneled
Kulkarni Hospital,"R. P. ROAD JALNA , Jalna, Maharashtra, 431203",NA,PESHCO-2024-9684,Certified
Kulkarni Hospital and Diagnostic Centre,"Warje jakat naka, Warje, Pune, Pune, Maharashtra, India, 411052",+91 20 2523 0019,PESHCO-2018-0666,Certified
Kulkarni Nursing Home,"Khalapur Raigad., Raigad, Maharashtra, 410203",+91 2192 263 679,PESHCO-2024-9290,Certified
Kulkarni Uro Surgery Institute,Kulkarni Uro Surgery Institute Pune Maharashtra,NA,H-2025-1585,Accredited
Kullolli Institute of Health Services,"C' Road, Raghunandan Colony, Vishrambag Sangli - 416415, Maharashtra",Visit Website +91 233 230 5329,H-2025-1543,Accredited
kullolli Institute Of Health Services,kullolli Institute Of Health Services Sangli Maharashtra,Visit Website +91 233 230 5329,HOS/2022/E0344,Empaneled
KULLU VALLEY HOSPITAL A Unit of Banga Hospitals Pvt Ltd,KULLU VALLEY HOSPITAL A Unit of Banga Hospitals Pvt Ltd Kullu Himachal Pradesh,NA,HOS/2025/E3001,Empaneled
KULLU VALLEY HOSPITAL A Unit of Banga Hospitals Pvt Ltd,KULLU VALLEY HOSPITAL A Unit of Banga Hospitals Pvt Ltd Kullu Himachal Pradesh,+91 86278 41059,HOS/2022/E0643,Empaneled
KULSHRESHTHA EYE CENTRE,KULSHRESHTHA EYE CENTRE Mathura Uttar Pradesh,NA,EYE/2023/E0237,Empaneled
Kulwant Nursing Home & Endoscopic Surgical Center,"Water Works Road , Mansa, Punjab, 151505",+91 78375 11257,PESHCO-2024-9264,Certified
"Kulwant Nursuing Home,& Endoscopic Surgical Centre","Kulwant Nursuing Home,& Endoscopic Surgical Centre Mansa Punjab",+91 78375 11257,2016-0789,Empaneled
"Kulwanti Hospital & Research Centre (A Unit of Smt. Kulwanti Bhatia Charitable Trust Society), 117/N/8, Kakadeo","Kulwanti Hospital & Research Centre (A Unit of Smt. Kulwanti Bhatia Charitable Trust Society), 117/N/8, Kakadeo Kanpur Uttar Pradesh",NA,2013-0192,Empaneled
"Kulwanti Hospitals & Research Centre, 117/N/8, Kakadeo, Kanpur Nagar Near Devki Cinema","Kulwanti Hospitals & Research Centre, 117/N/8, Kakadeo, Kanpur Nagar Near Devki Cinema Kanpur Uttar Pradesh",NA,2017-0690,Empaneled
"Kumar Dental Clinc, 209 Hakikat Nagar, Gate No: 7, GTB Nagar","Kumar Dental Clinc, 209 Hakikat Nagar, Gate No: 7, GTB Nagar Delhi Delhi",NA,2015-0258,Empaneled
kumar dental clinic,"MEHAM ROAD NEAR MEHAM GATE BHIWANI, North West Delhi, Delhi, 127021",NA,DEN/2025/C0825,Empaneled
KUMAR EYE CARE,"SITARGNAJ ROAD, OPPOSITE SBI, KHATIMA, U. S. NAGAR, UTTARAKHAND, Udham Singh Nagar, Uttarakhand, 262308",NA,EYE/2025/E0590,Empaneled
KUMAR EYE CARE,KUMAR EYE CARE Udham Singh Nagar Uttarakhand,NA,EYE/2022/E0018,Empaneled
Kumar Eye Centre,"Arya Kumar Road ,Patna, Patna, Bihar, 800004",Visit Website +91 612 272 1239,PESHCO-2022-6443,Certified
kumar eye centre,"DEEPAYN , NEAR IC HONDA , RUKANPURA , BAILEY ROAD , PATNA, Patna, Bihar, 800014",NA,EYE/2024/C0365,Empaneled
Kumar Eye Hospital,Kumar Eye Hospital Rewari Haryana,+91 86868 28261,EYE/2022/E0019,Empaneled
KUMAR HOSPITAL,"47, Madipakkam Main Road, Madipakkam, Gautam Buddha Nagar, Uttar Pradesh, 600091",NA,HOS/2023/C0982,Empaneled
Kumar Hospital,"MST ROAD TIPTUR,, Tumkur, Karnataka, 572201",NA,PEH-2025-3025,Certified
Kumar Hospital,"Nurpur Bedi, Tehsil Anandpur Sahib, Distt Ropar, Rupnagar, Punjab, 140117",NA,HOS/2024/E2276,Empaneled
KUMAR HOSPITAL,"NH-10 SECTOR BETA-2 GREATER NOIDA GAUTAM BUDDHA NAGAR, Gautam Buddha Nagar, Uttar Pradesh, 201306",NA,HOS/2025/E2576,Empaneled
Kumar Hospital,"VILL NURPUR BEDI TEHSIL ANANDPUR SAHIB DISTT. ROPAR - 140117 , Rupnagar, Punjab, 140117",NA,PESHCO-2025-10782,Certified
Kumar Hospital,"NH-10, G-BLOCK, SECTOR BETA 2, GREATER NOIDA, GAUTAM BUDDHA NAGAR, Uttar Pradesh, India, 201309",Visit Website +91 92896 38925,PESHCO-2019-1418,Certified
"Kumar Hospital, NH-10, Sector Beta-2, Block- G","Kumar Hospital, NH-10, Sector Beta-2, Block- G Greater Noida Uttar Pradesh",NA,2017-0684,Empaneled
